Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen21_Ind2625,1000100111101100011011100,5,20,192,0.95,1,3,0.99,4.379337852180072
2,Gen22_Ind2724,1000100111101100000011100,5,20,16,0.95,1,2,0.99,4.379337852180072
3,Gen23_Ind2864,1000100111101100011011100,5,20,32,0.95,1,9,0.99,4.379337852180072
4,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
5,Gen26_Ind3292,1000100111101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
6,Gen27_Ind3334,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
7,Gen29_Ind3602,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
8,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
9,Gen29_Ind3680,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
10,Gen30_Ind3715,1000100111101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
11,Gen48_Ind6023,1000100111101100000011100,5,20,16,0.95,1,2,0.99,4.379337852180072
12,Gen48_Ind6088,1000100010101100000011100,5,20,32,0.95,1,2,0.99,4.379337852180072
13,Gen47_Ind5923,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
14,Gen48_Ind6062,1000100001101100010001100,5,20,16,0.95,1,9,0.99,4.379304390216321
15,Gen48_Ind6085,1000100111101100011011100,5,20,32,0.95,1,4,0.99,4.379304390216321
16,Gen48_Ind6050,1010100100110000000001100,2,20,128,0.99,1,1,0.99,4.379200661378289
17,Gen48_Ind6112,1000100111010000011001100,5,20,128,0.3,1,1,0.99,4.379200661378289
18,Gen48_Ind6076,1000100011101100001011100,5,20,64,0.95,1,6,0.99,4.3791738934435624
19,Gen48_Ind6045,1000100011101000000011100,5,20,64,0.9,1,2,0.99,4.379160509598913
20,Gen47_Ind5981,1000100010001100000011100,5,20,32,0.2,1,2,0.99,4.37914043398533
21,Gen48_Ind6004,1000100011111000010011100,5,20,64,0.3,1,10,0.99,4.379130396247564
22,Gen48_Ind6064,1000100111101100010011100,5,20,16,0.95,1,10,0.99,4.379130396247564
23,Gen48_Ind6006,1000100011101000010111100,5,20,64,0.9,1,3,0.99,4.379083554079753
24,Gen48_Ind6017,1000100110000100000011100,5,20,255,0.05,1,2,0.99,4.379076862423299
25,Gen48_Ind6067,1000100011111000010011100,5,20,64,0.7,1,10,0.99,4.3790467502223365
26,Gen47_Ind5952,1000100111101101000011100,5,20,64,0.95,3,2,0.99,4.379013292706966
27,Gen48_Ind6119,1000100111101101000011100,5,20,32,0.95,3,2,0.99,4.379013292706966
28,Gen48_Ind6073,1000100011001111011001100,5,20,64,0.2,3,3,0.99,4.379009946983548
29,Gen48_Ind6025,1000100011101001000011010,5,20,64,0.9,3,2,0.9,4.378983181380253
30,Gen48_Ind6111,1000100010101001101011101,5,20,32,0.9,4,6,0.5,4.37884601279865
31,Gen48_Ind6043,1000100111101100111001100,5,20,192,0.95,2,10,0.99,4.378842667330844
32,Gen48_Ind6038,1000100011101100100011100,5,20,64,0.95,2,2,0.99,4.378835976410564
33,Gen48_Ind6115,1001100111001101111001100,5,200,64,0.2,4,7,0.99,4.378772413687725
