Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen6_Ind689,1001001111101100001001100,5,5,128,0.95,1,5,0.99,4.379190623364418
2,Gen7_Ind776,1000100111101100001001100,5,20,32,0.95,1,5,0.99,4.379190623364418
3,Gen6_Ind631,1000100101000100001011100,5,20,192,0.05,1,6,0.99,4.379160509598913
4,Gen6_Ind645,1001001011110001100001100,5,1,64,0.99,4,1,0.99,4.378906232093333
5,Gen7_Ind835,1001001011110001100011100,5,2,64,0.99,4,2,0.99,4.378862740214366
6,Gen4_Ind468,1000100000011110001001100,5,20,0,0.6,5,5,0.99,4.378815903772413
7,Gen5_Ind512,1000100000011110101001100,5,20,0,0.6,1,5,0.99,4.378815903772413
8,Gen5_Ind611,1000100000011110001001100,5,20,0,0.6,5,5,0.99,4.378815903772413
9,Gen7_Ind881,1000100000011110001101100,5,20,0,0.6,5,7,0.99,4.378662019660138
10,Gen6_Ind714,1000100101010001100111001,5,20,192,0.3,4,4,0.8,4.377879385293204
11,Gen7_Ind802,1000100110001101100001001,5,20,255,0.2,4,1,0.8,4.3775282941337315
12,Gen7_Ind848,1000100110100011001001001,5,20,255,0.7,2,5,0.8,4.377147173200468
13,Gen6_Ind759,1001100100100100000111100,5,5,128,0.8,1,4,0.99,4.375847181025893
14,Gen7_Ind877,1000011101001100100111100,5,10,192,0.2,2,4,0.99,4.3756433962465815
15,Gen6_Ind626,1000011101011100100111100,5,10,192,0.6,2,4,0.99,4.375573245222607
16,Gen6_Ind626,1000011101011100100111100,5,10,192,0.6,2,4,0.99,4.375573245222607
17,Gen7_Ind785,1000011111100101101111100,5,10,255,0.8,4,8,0.99,4.375553202486042
18,Gen7_Ind794,1000011101000001100001100,5,10,192,0.01,4,1,0.99,4.3755365003458335
19,Gen2_Ind206,1000011100100010010001100,5,10,128,0.7,5,9,0.99,4.3755197983331335
20,Gen2_Ind206,1000011100100010010001100,5,10,128,0.7,5,9,0.99,4.3755197983331335
21,Gen7_Ind862,1001101000100001100111010,5,5,0,0.7,4,4,0.9,4.37548973503159
22,Gen7_Ind781,1000101101011101100101011,5,50,192,0.6,4,3,0.95,4.371978513193546
23,Gen7_Ind820,1000100100011101001001000,5,20,128,0.6,3,5,0.7,4.367161438291971
24,Gen7_Ind876,1010101000011110001001000,1,50,0,0.6,5,5,0.7,4.366143417821034
25,Gen7_Ind796,1000110110011100000101010,5,100,255,0.6,1,3,0.9,4.364328128402838
26,Gen7_Ind809,1000110100000100100101100,5,100,128,0.05,2,3,0.99,4.364002466992553
27,Gen7_Ind840,1000110001011111000111100,5,100,16,0.6,2,4,0.99,4.363859590081492
28,Gen7_Ind857,1000110000011001101001011,5,100,0,0.5,4,5,0.95,4.363806428967892
29,Gen7_Ind827,1000110100100010000001100,5,100,128,0.7,5,1,0.99,4.3635638978219555
30,Gen7_Ind771,1100110000111110001001100,3,100,0,0.3,5,5,0.99,4.363401118063586
31,Gen7_Ind887,1000101111111000110011000,5,50,16,0.4,2,10,0.7,4.360075099484756
32,Gen7_Ind778,1000011000001010010001101,5,10,0,0.1,5,9,0.6,4.3591664720865655
33,Gen7_Ind790,1000010000000110011101010,5,5,0,0.05,5,10,0.9,4.357303975568647
34,Gen7_Ind868,1000011100101011100001000,5,10,128,0.9,3,1,0.7,4.35594621852316
35,Gen7_Ind787,1000111100111011100001011,5,200,128,0.9,2,1,0.95,4.355555606218467
36,Gen7_Ind822,1000111100000011111111011,5,200,128,0.01,3,9,0.95,4.355416591624624
37,Gen7_Ind872,1000111011101001100001100,5,200,64,0.9,4,1,0.99,4.355026074296739
38,Gen7_Ind805,1000111010001110000001010,5,200,32,0.2,5,1,0.9,4.3549400375207155
39,Gen7_Ind768,1000111101011101100111011,5,200,192,0.6,4,4,0.95,4.35490032938602
40,Gen7_Ind828,1000111111011111001001100,5,200,32,0.6,1,5,0.99,4.354827533019732
41,Gen7_Ind863,1000111110011110000001010,5,200,255,0.6,5,1,0.9,4.354698490896906
42,Gen7_Ind800,1000111001010110000101010,5,200,16,0.4,5,3,0.9,4.354655478555403
43,Gen7_Ind879,1000111001101010010001010,5,200,16,0.9,5,9,0.9,4.354539680320682
44,Gen7_Ind870,1000111000011010000011011,5,200,0,0.5,5,2,0.95,4.354503287861693
45,Gen7_Ind817,1000111001010101101001001,5,200,16,0.4,4,5,0.8,4.353845020221756
46,Gen7_Ind853,1000110110011100101011000,5,100,255,0.6,2,6,0.7,4.3492196108070695
47,Gen7_Ind884,1000010100101010000001000,5,5,128,0.9,5,1,0.7,4.348576137007691
48,Gen7_Ind845,1001000010100001100001100,5,500,32,0.7,4,1,0.99,4.3448411531219016
49,Gen6_Ind691,1001000011100001100001100,5,500,64,0.7,4,1,0.99,4.3448411531219016
50,Gen7_Ind798,1001000100000010011101100,5,500,128,0.01,5,8,0.99,4.344320808919949
51,Gen7_Ind849,1001000100010110111101001,5,500,128,0.4,4,9,0.8,4.343524067623976
52,Gen7_Ind846,1000111100010100110011000,5,200,128,0.4,2,10,0.7,4.342099222327865
53,Gen7_Ind823,1001000011011001100001000,5,500,64,0.5,4,1,0.7,4.3274641373754275
54,Gen7_Ind810,1001000011101101100001000,5,500,64,0.95,4,1,0.7,4.317941010283648
55,Gen7_Ind843,1000101101101110000010110,5,50,192,0.95,5,2,0.5,4.300471509114292
56,Gen7_Ind851,1000001101000000000011011,5,2,192,0.01,1,2,0.95,4.293069121524448
57,Gen7_Ind873,1001001011100001011001100,5,1,64,0.7,3,10,0.99,4.291799301351245
58,Gen7_Ind819,1000001001000101100101010,5,2,16,0.05,4,3,0.9,4.291789660021656
59,Gen6_Ind660,1000001101000000101011011,5,2,192,0.01,2,6,0.95,4.291645045275754
60,Gen7_Ind797,1000001000010110000011100,5,2,0,0.4,5,2,0.99,4.291269092542677
61,Gen7_Ind812,1000001011101101100011100,5,2,64,0.95,4,2,0.99,4.291240175829902
62,Gen7_Ind854,1000001111011100000101001,5,2,64,0.6,1,3,0.8,4.290620166761242
63,Gen7_Ind767,1000001000101000110111001,5,2,0,0.9,2,3,0.8,4.29045957186874
64,Gen7_Ind793,1001001011000010001001100,5,100,64,0.01,5,5,0.99,4.231462771239379
65,Gen6_Ind716,1000000000111110001001101,5,1,0,0.05,5,5,0.6,4.231462771239379
66,Gen7_Ind779,1000000111111110001001100,5,1,192,0.3,5,5,0.99,4.231400291030545
67,Gen7_Ind880,1000011101010101101000100,5,10,192,0.4,4,5,0.3,4.223775960947483
68,Gen7_Ind867,1000000101101110001110110,5,1,192,0.95,5,8,0.5,4.222857909119778
69,Gen7_Ind865,1000000000111110001001101,5,1,0,0.95,5,5,0.9,4.2186834783376765
70,Gen7_Ind875,1000011111001100010110100,5,10,0,0.2,1,9,0.3,4.216985609144694
71,Gen7_Ind807,1000110111001100010110100,5,100,192,0.2,1,1,0.3,4.216898734875714
72,Gen7_Ind874,1001110001101111100011110,5,50,16,0.95,5,2,0.99,4.215227102568666
73,Gen7_Ind799,1000000000010100000100100,5,1,0,0.4,1,3,0.3,4.214164026419869
74,Gen7_Ind858,1011111000011110010010011,5,1,0,0.6,5,10,0.2,4.213878977655796
75,Gen6_Ind728,1000110000011011000010100,5,100,0,0.5,5,2,0.3,4.209697535035403
76,Gen7_Ind839,1001101111011100011010001,5,10,128,0.6,1,3,0.05,4.208835043498886
77,Gen7_Ind882,1000101101010100000010011,5,50,192,0.4,1,2,0.2,4.2084672782730905
78,Gen7_Ind842,1000011111001100101100010,5,10,32,0.2,2,7,0.1,4.205172622519617
79,Gen7_Ind782,1000001011100011100100100,5,2,64,0.7,3,3,0.3,4.205027615716013
80,Gen6_Ind653,1000101100100000110010001,5,50,128,0.7,2,10,0.05,4.202884532887679
81,Gen7_Ind864,1000101100100100110010001,5,50,128,0.8,2,10,0.05,4.20283213952588
82,Gen7_Ind808,1000101101011101100101110,5,50,192,0.6,4,3,0.2,4.200857554357586
83,Gen7_Ind844,1000100101110001001110001,5,20,192,0.99,3,8,0.05,4.1997370868075174
84,Gen7_Ind888,1001001100000001111110000,5,1,128,0.01,4,10,0.01,4.197224366288156
85,Gen7_Ind861,0111000001101111100101111,4,500,16,0.95,1,3,0.05,3.9463776677931373
86,Gen7_Ind838,1100110001011111000110101,2,100,16,0.6,2,4,0.4,3.8837251220224522
87,Gen7_Ind786,0110100010001100101000100,4,20,32,0.2,2,5,0.3,3.8722873674424636
88,Gen7_Ind815,0111100110101001100111101,4,10,255,0.9,4,4,0.4,3.8717851198132274
89,Gen7_Ind826,1100011000011010010000010,5,10,0,0.5,5,9,0.1,3.8666602350725174
90,Gen7_Ind788,1101111001101111101001100,4,1,16,0.95,5,5,0.99,3.4053522686627113
91,Gen7_Ind816,1010011100100100001111100,4,10,128,0.8,1,8,0.99,2.9088004701650245
