Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,2,4,0.95,4.3040555716287
2,Gen11_Ind1301,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
3,Gen16_Ind1917,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
4,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,5,4,0.95,4.3040555716287
5,Gen11_Ind1301,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
6,Gen4_Ind430,1000100001100101001001100,5,20,16,0.8,3,5,0.99,4.3040187064422835
7,Gen11_Ind1287,1000100001100101001001100,5,20,16,0.8,3,5,0.99,4.3040187064422835
8,Gen12_Ind1414,1000100001001101000101011,5,20,16,0.2,3,3,0.95,4.3040187064422835
9,Gen13_Ind1533,1001110001100101001001100,5,1,16,0.8,3,5,0.99,4.3040187064422835
10,Gen13_Ind1619,1000100011001101000101011,5,20,64,0.2,3,3,0.95,4.3040187064422835
11,Gen15_Ind1875,1000100001001101000101011,5,20,16,0.2,3,3,0.95,4.3040187064422835
12,Gen16_Ind1986,1000100001001101000101011,5,20,16,0.2,3,3,0.95,4.3040187064422835
13,Gen16_Ind1988,1000100001100101001001100,5,20,16,0.8,3,5,0.99,4.3040187064422835
14,Gen4_Ind430,1000100001100101001001100,5,20,16,0.8,3,5,0.99,4.3040187064422835
15,Gen11_Ind1388,1000100001100101000011100,5,20,16,0.8,3,2,0.99,4.304014610349442
16,Gen12_Ind1493,1000100001011101000111011,5,20,16,0.6,3,4,0.95,4.304014610349442
17,Gen16_Ind1987,1000100101011101000111011,5,20,192,0.6,3,4,0.95,4.304014610349442
18,Gen16_Ind1943,1000100001100101000001100,5,20,16,0.8,3,1,0.99,4.303879443659325
19,Gen16_Ind1968,1000100001100101000001100,5,20,16,0.8,3,1,0.99,4.303879443659325
20,Gen16_Ind1923,1000100100001101001001100,5,20,128,0.2,3,5,0.99,4.303846677255394
21,Gen16_Ind1996,1000100001001101000011100,5,20,16,0.2,3,2,0.99,4.303826198506292
22,Gen16_Ind2001,1100100001001101000011100,3,20,16,0.2,3,2,0.99,4.303826198506292
23,Gen15_Ind1869,1000100001110000001001011,5,20,16,0.99,1,5,0.95,4.303699234611582
24,Gen16_Ind1990,1000100101110101011001100,5,20,192,0.6,3,1,0.99,4.303682852719198
25,Gen16_Ind1993,1000100011011001100111010,5,20,64,0.5,4,4,0.9,4.302552803250631
26,Gen16_Ind2013,1000100001010111101111011,5,20,16,0.4,4,8,0.95,4.302511870569645
27,Gen16_Ind1948,1000100001110001001001001,5,20,16,0.99,3,5,0.8,4.302102586591504
28,Gen16_Ind1930,1000100101011011000111011,5,20,192,0.5,4,4,0.95,4.301648372553123
29,Gen16_Ind2016,1001100001111101000101011,5,10,16,0.5,3,3,0.95,4.299284735121939
30,Gen15_Ind1818,1001110000100101001001100,5,10,0,0.8,3,5,0.99,4.298900582883085
31,Gen16_Ind1934,1000101001110001001011100,5,50,16,0.99,3,6,0.99,4.298536927538326
32,Gen16_Ind1994,1000101000110111110111011,5,50,0,0.4,5,2,0.95,4.298230524170861
33,Gen15_Ind1886,1000101011010101101111010,5,50,64,0.4,4,8,0.9,4.297985432925693
34,Gen16_Ind2003,1000101011010101101111010,5,50,64,0.4,4,8,0.9,4.297985432925693
35,Gen16_Ind1927,1000101011100000000011011,5,50,64,0.7,1,2,0.95,4.297903742055166
36,Gen16_Ind1973,1000101000110011100111011,5,50,0,0.99,2,4,0.95,4.297691360324164
37,Gen16_Ind1976,1100110001111111000111011,5,100,16,0.4,1,4,0.95,4.2910283488085685
38,Gen16_Ind1980,1000110101100110100111100,5,100,192,0.8,3,4,0.99,4.291003920497026
39,Gen16_Ind1984,1001111001100111001011100,5,50,16,0.8,3,6,0.99,4.290592752329351
40,Gen16_Ind1999,1000100110100101001111111,5,20,255,0.8,3,8,0.1,4.2904177244490995
41,Gen16_Ind1928,1000110001100101001111100,5,100,16,0.8,3,8,0.99,4.290226431239144
42,Gen16_Ind1977,1000100000110100001001101,5,20,0,0.6,1,5,0.1,4.285628322609379
43,Gen16_Ind2018,1000101001010111010101000,5,50,16,0.4,1,10,0.7,4.284333201653295
44,Gen16_Ind1989,1001010000100101001001100,5,100,0,0.8,3,5,0.99,4.283671733513174
45,Gen16_Ind1949,1000111100100101001011011,5,200,128,0.8,3,6,0.95,4.283667676056805
46,Gen16_Ind1929,1001110001101101001001100,5,500,16,0.95,3,5,0.99,4.283623044544046
47,Gen16_Ind1922,1000111001110111001111011,5,200,16,0.9,4,8,0.95,4.283249799215045
48,Gen15_Ind1858,1001101000111011011111011,5,1,0,0.99,4,5,0.95,4.2832132895777395
49,Gen16_Ind1972,1001001101011011000001011,5,1,192,0.5,3,1,0.95,4.283209232989792
50,Gen15_Ind1904,1000101110100101001001110,5,50,255,0.8,3,5,0.3,4.283111877184177
51,Gen16_Ind2010,1001101001010110010101100,5,500,16,0.4,5,8,0.99,4.275382185084312
52,Gen16_Ind2014,1001000101101111000101011,5,500,192,0.95,5,3,0.95,4.275361976320755
53,Gen16_Ind1955,1001110000101100011011110,5,1,0,0.95,1,1,0.95,4.261527574398957
54,Gen16_Ind1944,1000001010001011011101011,5,2,32,0.1,3,8,0.95,4.232108851176523
55,Gen16_Ind1962,1000001011100101011001100,5,2,64,0.8,3,1,0.99,4.230545083769095
56,Gen16_Ind1957,1001100000000111100101011,5,5,0,0.05,2,3,0.95,4.229864513244705
57,Gen16_Ind2021,1000001001100101000011001,5,2,16,0.8,3,2,0.8,4.229132748626056
58,Gen16_Ind1958,1000101100100100110011111,5,50,128,0.8,2,10,0.5,4.22204183676994
59,Gen16_Ind1938,1000100001110001000111110,5,20,16,0.99,3,4,0.7,4.2170144716720745
60,Gen16_Ind1967,1001101000101101101001100,5,50,0,0.95,4,5,0.99,4.2121952150899675
61,Gen16_Ind1966,1000000110110001011111001,5,1,255,0.99,3,9,0.8,4.207688378579795
62,Gen16_Ind1983,1001110001100101001001100,5,50,16,0.8,3,5,0.99,4.207520049122676
63,Gen16_Ind1963,1000000001100001001101100,5,1,16,0.7,3,7,0.99,4.2057358023129945
64,Gen16_Ind1915,1000001000100100100001101,5,2,0,0.8,2,1,0.1,4.201273993040137
65,Gen16_Ind1981,1001110000001011001010110,5,200,0,0.1,5,6,0.5,4.198169605311282
66,Gen16_Ind1924,1000100001100111000110101,5,20,16,0.8,3,4,0.4,4.190005494032073
67,Gen16_Ind1969,1000110000001000010110100,5,100,0,0.1,1,9,0.3,4.188984787183591
68,Gen16_Ind2009,1001110110100101001000100,5,50,255,0.8,3,5,0.3,4.181138491293792
69,Gen16_Ind1914,1010100100101110000010100,1,20,128,0.95,5,2,0.3,4.179233644600719
70,Gen15_Ind1807,1000110000111111000111101,5,100,0,0.6,5,4,0.01,4.178476824557367
71,Gen16_Ind1970,1001000101111111000101111,5,500,192,0.9,2,3,0.01,4.177901670238711
72,Gen16_Ind1959,1000101001101101100011101,5,50,16,0.95,4,2,0.9,4.173421665088655
73,Gen16_Ind1998,1001110110100101101001101,5,5,255,0.8,4,5,0.5,4.168839812210727
74,Gen16_Ind1956,1001010000000001001001111,5,5,0,0.01,3,5,0.5,4.168801384163423
75,Gen15_Ind1898,1000100001100111001111111,5,20,16,0.8,3,8,0.6,4.167933099185397
76,Gen16_Ind2012,1000100100010110101101101,5,20,128,0.4,2,7,0.99,4.166815618780865
77,Gen16_Ind1995,1011101101001100000111011,3,2,192,0.2,1,4,0.95,3.8012209308189635
78,Gen16_Ind1951,1101111001100101001001100,1,20,16,0.8,3,5,0.99,3.7990112899432145
79,Gen15_Ind1892,1101101001011101011011100,5,50,16,0.6,3,5,0.99,3.795344875334637
80,Gen13_Ind1631,1010100001100101000011100,3,20,16,0.8,3,2,0.99,3.795252509401075
81,Gen16_Ind1947,1101110001100100001001110,2,200,16,0.8,1,5,0.6,3.793574780270202
82,Gen16_Ind1918,1100100001011011000101011,4,20,16,0.5,2,3,0.95,3.7920193521068892
83,Gen16_Ind1937,1010100001100110101001100,2,20,16,0.8,5,5,0.99,3.7916187735849847
