Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen7_Ind777,1000011100010000001001010,5,10,128,0.3,1,5,0.9,4.134225114176957
2,Gen7_Ind819,1000011110010011001001010,5,10,255,0.3,3,5,0.9,4.134225114176957
3,Gen7_Ind771,1000011100010000001001100,5,10,128,0.3,1,5,0.99,4.134062611121624
4,Gen6_Ind717,1000011100000000000011011,5,10,128,0.01,1,2,0.95,4.134013484805827
5,Gen6_Ind717,1000011100000000000011011,5,10,128,0.01,1,2,0.95,4.134013484805827
6,Gen8_Ind871,1000011100010000000011011,5,10,128,0.3,1,2,0.95,4.133975696126627
7,Gen1_Ind75,1000011110101000010011100,5,10,255,0.9,1,10,0.99,4.13384344118967
8,Gen8_Ind891,1000100101000010101001100,5,20,192,0.01,5,5,0.99,4.13289900910838
9,Gen8_Ind963,1000100100011100001011100,5,20,128,0.6,1,6,0.99,4.132763046432295
10,Gen8_Ind879,1000100000101010101111100,5,20,0,0.9,5,8,0.99,4.132574224221983
11,Gen5_Ind593,1000100000101110101101100,5,20,0,0.95,1,7,0.99,4.132551566716224
12,Gen7_Ind744,1000011100010011001001010,5,10,128,0.3,3,5,0.9,4.132434506894252
13,Gen6_Ind631,1000011110001000101101010,5,10,255,0.1,2,7,0.9,4.132426954875402
14,Gen8_Ind935,1000011010000100101111010,5,10,32,0.05,2,8,0.9,4.132374091516311
15,Gen4_Ind408,1000011100000000101101010,5,10,128,0.01,2,7,0.9,4.132347660343947
16,Gen8_Ind915,1100011100010000110101010,1,10,128,0.3,2,5,0.9,4.132238163374578
17,Gen8_Ind927,1000100101110010101101011,5,20,192,0.99,4,7,0.95,4.132079591844193
18,Gen8_Ind974,1000011110011010001011011,5,10,255,0.5,5,6,0.95,4.130766181478071
19,Gen8_Ind972,1000011001100010001001001,5,10,16,0.7,5,5,0.8,4.130630359093517
20,Gen8_Ind884,1000011100000110000011011,5,10,128,0.05,5,2,0.95,4.130422869918706
21,Gen8_Ind952,1000011100000011111101011,5,10,128,0.01,3,1,0.95,4.130234261484073
22,Gen7_Ind799,1000011110110010001011011,5,10,255,0.99,5,6,0.95,4.130211629629427
23,Gen8_Ind985,1010011100010001011001001,4,10,128,0.3,3,8,0.8,4.130139963725961
24,Gen8_Ind944,1000011100000000101101001,5,10,128,0.01,2,7,0.8,4.130121104691037
25,Gen8_Ind943,1001101100101000000101001,5,10,128,0.9,1,3,0.8,4.130068300309493
26,Gen7_Ind831,1001100000101010001111100,5,1,0,0.9,5,8,0.99,4.130064528619621
27,Gen8_Ind890,1000100000010110101111100,5,20,0,0.4,4,8,0.99,4.129344262145398
28,Gen8_Ind942,1000100000000010101101100,5,20,0,0.01,1,7,0.99,4.1292085332505515
29,Gen3_Ind343,1000010001100000001101100,5,5,16,0.7,1,7,0.99,4.129136902153271
30,Gen8_Ind940,1000010110000000000101100,5,5,255,0.01,1,3,0.99,4.129069043406173
31,Gen8_Ind947,1000100100010001001101010,5,20,128,0.3,3,7,0.9,4.128518715972205
32,Gen8_Ind900,1000100101000001001011010,5,20,192,0.01,3,6,0.9,4.1283641983479225
33,Gen8_Ind921,1000100100000001001011010,5,20,128,0.01,3,6,0.9,4.1283641983479225
34,Gen6_Ind679,1000100101000001001011010,5,20,192,0.01,3,6,0.9,4.1283641983479225
35,Gen8_Ind980,1000100011100010001011010,5,20,64,0.7,5,6,0.9,4.12796853521533
36,Gen8_Ind886,1000100101100010001111011,5,20,192,0.7,5,8,0.95,4.127844199608071
37,Gen8_Ind892,1000100000110010001001011,5,20,0,0.99,5,5,0.95,4.127361999023487
38,Gen7_Ind784,1000011011100010001001000,5,10,64,0.7,5,5,0.7,4.126793297843024
39,Gen8_Ind894,1000011101000010001111000,5,10,192,0.01,5,8,0.7,4.126778235041838
40,Gen8_Ind877,1000010100100110000111011,5,5,128,0.8,5,4,0.95,4.126556071496028
41,Gen7_Ind814,1000010001100110101101100,5,5,16,0.8,3,7,0.99,4.126518419028449
42,Gen8_Ind897,1000010101100101000011011,5,5,192,0.8,3,2,0.95,4.126465706728177
43,Gen8_Ind866,1000010111001010000111011,5,5,32,0.1,5,4,0.95,4.125859612054731
44,Gen8_Ind885,1000010101000000101101100,5,5,192,0.01,2,7,0.99,4.125106947335392
45,Gen8_Ind878,1000010101000010110101011,5,5,192,0.01,1,3,0.95,4.125069321307911
46,Gen8_Ind959,1001011100100010001011001,5,10,128,0.7,5,6,0.8,4.124828530984816
47,Gen8_Ind975,1000011100100011101101000,5,10,128,0.7,2,7,0.7,4.124279333256729
48,Gen8_Ind984,1000100100110010001001000,5,20,128,0.99,5,5,0.7,4.123497167115564
49,Gen8_Ind914,1000010001000010011101000,5,5,16,0.01,5,1,0.7,4.123316709366253
50,Gen6_Ind617,1000010010100110001101000,5,5,32,0.8,5,7,0.7,4.122850599944938
