Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,5,4,0.95,4.3040555716287
2,Gen11_Ind1301,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
3,Gen16_Ind1917,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
4,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,5,4,0.95,4.3040555716287
5,Gen11_Ind1301,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
6,Gen18_Ind2213,1000100011100001000111011,5,20,64,0.7,3,4,0.95,4.3040555716287
7,Gen18_Ind2250,1000100001110010100111011,5,20,16,0.99,3,4,0.95,4.3040555716287
8,Gen19_Ind2301,1000100001110101000111011,5,20,16,0.4,3,4,0.95,4.3040555716287
9,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,5,4,0.95,4.3040555716287
10,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,2,4,0.95,4.3040555716287
11,Gen40_Ind4989,1000100001110101000111011,5,20,16,0.9,3,4,0.95,4.3040555716287
12,Gen40_Ind5014,1000100001110001000111111,5,20,16,0.99,3,4,0.8,4.3040555716287
13,Gen40_Ind5034,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
14,Gen40_Ind5058,1001100011110001000111011,5,1,64,0.99,3,4,0.95,4.3040555716287
15,Gen39_Ind4892,1000100001110011100111011,5,20,16,0.99,1,4,0.95,4.3040555716287
16,Gen40_Ind5073,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
17,Gen39_Ind4937,1000100001111101000111011,5,20,16,0.99,3,4,0.95,4.304039187023438
18,Gen40_Ind4982,1000100001000001000111011,5,20,16,0.01,3,4,0.95,4.3040309947675865
19,Gen40_Ind5082,1000100101111101000111011,5,20,192,0.5,3,4,0.95,4.3040309947675865
20,Gen40_Ind5024,1000100001010001000011011,5,20,16,0.3,3,2,0.95,4.304022802542922
21,Gen40_Ind5001,1000100001110101000111011,5,20,16,0.4,3,4,0.95,4.3040187064422835
22,Gen40_Ind5032,1000100000111101000111011,5,20,0,0.05,3,4,0.95,4.3040187064422835
23,Gen40_Ind5098,1000100001110101000101011,5,20,16,0.1,3,3,0.95,4.3040187064422835
24,Gen40_Ind5036,1000100001110101000101011,5,20,16,0.1,3,3,0.95,4.304002322117695
25,Gen40_Ind5078,1000100001110001000011010,5,20,16,0.99,3,2,0.9,4.303908114672037
26,Gen40_Ind5048,1000100000100001010111011,5,20,0,0.7,3,1,0.95,4.303895827048385
27,Gen40_Ind4993,1000100011100001000111010,5,20,64,0.7,3,4,0.9,4.303875347831549
28,Gen39_Ind4952,1000100011111010101011101,5,20,64,0.01,5,6,0.6,4.303875347831549
29,Gen40_Ind5023,1000100011110101001111011,5,20,64,0.9,3,8,0.95,4.303813911350376
30,Gen39_Ind4931,1000100011010001001111011,5,20,64,0.3,3,8,0.95,4.303813911350376
31,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,5,4,0.95,4.303699234611582
32,Gen39_Ind4899,1000100011010010100111011,5,20,64,0.3,4,4,0.95,4.303695139126794
33,Gen40_Ind4984,1000100001110110100101011,5,20,16,0.9,5,3,0.95,4.303654184707618
34,Gen40_Ind5033,1000100011100101100111011,5,20,64,0.8,4,4,0.95,4.3025405233645575
35,Gen40_Ind5028,1000100001100101110011011,5,20,16,0.8,4,10,0.95,4.302532336812783
36,Gen40_Ind5049,1000100111110001101111011,5,20,0,0.99,4,8,0.95,4.302528243548579
37,Gen40_Ind5015,1000100001110101100111011,5,20,16,0.01,4,4,0.95,4.302511870569645
38,Gen39_Ind4944,1000100001100101100011011,5,20,16,0.8,4,2,0.95,4.302507777344382
39,Gen40_Ind5067,1000100110100101000011101,5,20,255,0.8,3,2,0.7,4.3020493853936586
40,Gen40_Ind5070,1000100001100101000011001,5,20,16,0.8,3,2,0.8,4.3020493853936586
41,Gen40_Ind5069,1000100101100100100111011,5,20,192,0.8,2,4,0.95,4.301668830582069
42,Gen40_Ind5092,1000100001110010100111011,5,20,16,0.99,5,4,0.95,4.301607457078994
43,Gen40_Ind5068,1000100001101010001011001,5,20,16,0.9,5,6,0.8,4.301578816710213
44,Gen40_Ind4987,1000100101110110100111011,5,20,192,0.4,1,4,0.95,4.301505171798835
45,Gen40_Ind5011,1000100101100010000111001,5,20,192,0.7,5,4,0.8,4.301398800267453
46,Gen40_Ind5085,1000100101101100100011001,5,20,192,0.95,2,2,0.8,4.299771153994252
47,Gen40_Ind5020,1000011111100011100011011,5,10,32,0.7,4,2,0.95,4.299247951616414
48,Gen40_Ind4980,1000101001110001000101011,5,50,16,0.99,3,3,0.95,4.2989496197718635
49,Gen40_Ind4979,1000101001110101000111011,5,50,16,0.4,3,4,0.95,4.298933274017969
50,Gen40_Ind4991,1000101001110100100111011,5,50,16,0.4,2,4,0.95,4.298246864581076
51,Gen40_Ind5004,1000101001110100100111011,5,50,16,0.95,2,4,0.95,4.298246864581076
52,Gen40_Ind5041,1000101001111101110111011,5,50,16,0.5,4,1,0.95,4.298046703116551
53,Gen40_Ind5059,1000101101110110100001011,5,50,192,0.01,1,1,0.95,4.2979078265249395
54,Gen40_Ind5008,1000101110111011100111010,5,50,255,0.6,5,4,0.9,4.297854729023404
55,Gen40_Ind5045,1000101110110101100101100,5,50,255,0.6,4,3,0.99,4.297838391594569
56,Gen40_Ind4999,1000101011110010100111011,5,50,64,0.99,4,4,0.95,4.297691360324164
57,Gen40_Ind5007,1000101001110010010111011,5,50,16,0.99,5,5,0.95,4.297687276265812
58,Gen40_Ind5027,1000101001110110000111011,5,50,16,0.9,5,4,0.95,4.297683192215222
59,Gen40_Ind5066,1000101101111000110111001,5,50,192,0.5,2,8,0.8,4.2962175194671826
60,Gen40_Ind4997,1000110001100010001011011,5,100,16,0.7,5,6,0.95,4.29078407820858
61,Gen40_Ind5062,1001101001110111100111010,5,2,16,0.01,5,4,0.9,4.290723014903934
62,Gen40_Ind5077,1000110101110011100111011,5,100,192,0.99,5,4,0.95,4.290714873261298
63,Gen39_Ind4910,1001101110100010100111011,5,200,255,0.7,3,4,0.95,4.290625317231493
64,Gen40_Ind4998,1000100001100101001111000,5,20,16,0.8,3,8,0.7,4.2904177244490995
65,Gen40_Ind5093,1000110001110001000011011,5,100,16,0.99,3,2,0.95,4.290136895597541
66,Gen40_Ind5081,1000110111110101100111010,5,100,192,0.5,4,4,0.9,4.28993341940086
67,Gen40_Ind5089,1000110111110001010111001,5,100,192,0.99,3,10,0.8,4.288355099900531
68,Gen40_Ind5003,1000110001110010000111111,5,100,16,0.99,5,4,0.99,4.282698164380033
69,Gen40_Ind5002,1001100111110101100111010,5,5,64,0.5,4,4,0.9,4.278820453967032
70,Gen40_Ind5044,1001101110100010100111011,5,1,255,0.7,2,4,0.95,4.2753902686432275
71,Gen40_Ind5071,1001101110100010100101011,5,100,255,0.7,2,3,0.95,4.275378143316317
72,Gen40_Ind4988,1000111001011001101101000,5,200,16,0.5,4,7,0.7,4.26915884498004
73,Gen40_Ind4996,1001101110101010100011010,5,50,255,0.9,2,2,0.9,4.23215637612846
74,Gen40_Ind5017,1001101001110000000101011,5,100,16,0.99,1,3,0.95,4.225923887499194
75,Gen40_Ind5053,1001100001110010110111011,5,100,16,0.99,2,9,0.95,4.21226583361974
76,Gen40_Ind5043,1001100101100110101011111,5,5,192,0.8,4,6,0.3,4.192468103370757
77,Gen40_Ind5061,1000100001110101000111111,5,20,16,0.99,3,4,0.9,4.183025729914517
78,Gen40_Ind5012,1100101001110110101111111,1,50,16,0.7,3,8,0.05,4.181880808174211
79,Gen40_Ind5057,1000100001110010101110011,5,20,16,0.99,2,8,0.2,4.171531537182246
80,Gen40_Ind5021,1000101001100011000111111,5,50,16,0.7,2,4,0.9,4.171446887207088
81,Gen40_Ind5019,1000100001110001000111111,5,20,16,0.99,3,4,0.99,4.166761871944602
82,Gen40_Ind5063,1000100001110101000111110,5,20,16,0.8,3,4,0.05,4.166761871944602
83,Gen40_Ind5039,1000100101110000100111111,5,20,192,0.99,2,4,0.6,4.16245128845152
84,Gen40_Ind5065,1010100111010101100011010,1,20,16,0.4,4,2,0.9,3.7920956623744035
85,Gen40_Ind5096,1101000101110111110110111,2,500,192,0.9,4,5,0.6,3.765582743828517
86,Gen40_Ind5052,1101100111100001000011011,2,500,16,0.7,3,2,0.95,3.241132652593196
87,Gen40_Ind5040,1100100000100110100011011,2,20,0,0.8,5,2,0.95,3.240268793938022
88,Gen40_Ind5095,0100100011010110100100011,3,20,64,0.4,1,3,0.2,3.2300051922971167
89,Gen40_Ind4986,1010100001110010100111011,1,20,16,0.99,3,4,0.95,2.8035561964084685
90,Gen40_Ind5074,1100100001110001000111111,3,20,16,0.99,3,4,0.8,2.7949761445664
91,Gen40_Ind5056,1010100000110110100101011,4,20,0,0.8,4,3,0.95,2.794546102801099
92,Gen40_Ind5031,1010100001110101000111011,2,20,16,0.6,3,4,0.95,2.793869357350649
93,Gen40_Ind5090,0000000001100001001011011,1,1,16,0.7,3,6,0.95,2.581465372079616
94,Gen40_Ind5100,0000101110110101100101100,1,50,255,0.8,4,3,0.99,2.5807288248754574
95,Gen40_Ind5016,1100100011110011100111011,5,20,64,0.99,3,4,0.95,2.5797557543305434
96,Gen40_Ind5099,1100101101110110100111011,1,50,192,0.8,5,4,0.95,2.5795394525951707
97,Gen40_Ind4983,0001010001110001000111111,1,10,16,0.99,3,4,0.4,2.5788157677153007
98,Gen40_Ind5064,1100110001110011100111011,1,100,16,0.99,3,4,0.95,2.5788157677153007
99,Gen40_Ind4990,0000100111101110101111010,1,20,192,0.95,2,8,0.9,2.5780351730463487
100,Gen40_Ind5086,0000100001110010100111010,1,20,16,0.99,3,4,0.9,2.5766999971512408
