Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,2,4,0.95,4.3040555716287
2,Gen11_Ind1301,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
3,Gen16_Ind1917,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
4,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,4,4,0.95,4.3040555716287
5,Gen11_Ind1301,1000100001110001000111011,5,20,16,0.99,3,4,0.95,4.3040555716287
6,Gen18_Ind2213,1000100011100001000111011,5,20,64,0.7,3,4,0.95,4.3040555716287
7,Gen18_Ind2250,1000100001110010100111011,5,20,16,0.99,3,4,0.95,4.3040555716287
8,Gen19_Ind2301,1000100001110101000111011,5,20,16,0.01,3,4,0.95,4.3040555716287
9,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,1,4,0.95,4.3040555716287
10,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,4,4,0.95,4.3040555716287
11,Gen18_Ind2213,1000100011100001000111011,5,20,64,0.7,3,4,0.95,4.3040555716287
12,Gen47_Ind5966,1000100000110001000111011,5,20,0,0.99,3,4,0.95,4.3040555716287
13,Gen47_Ind5974,1000100000100001000111011,5,20,0,0.7,3,4,0.95,4.3040555716287
14,Gen46_Ind5821,1000100001100001000111011,5,20,16,0.7,3,4,0.95,4.3040555716287
15,Gen47_Ind6008,1000100101110001000111011,5,20,192,0.99,3,4,0.95,4.3040555716287
16,Gen19_Ind2301,1000100001110101000111011,5,20,16,0.7,3,4,0.95,4.3040187064422835
17,Gen47_Ind5894,1000100011110001000101011,5,20,64,0.99,3,3,0.95,4.303940882011458
18,Gen47_Ind5970,1000100011100001000111010,5,20,64,0.7,3,4,0.9,4.303875347831549
19,Gen47_Ind5895,1000100011110001010001111,5,20,64,0.99,3,9,0.7,4.303871252011568
20,Gen46_Ind5772,1000100001100001001111011,5,20,16,0.7,3,8,0.95,4.303871252011568
21,Gen47_Ind5948,1000100001110001001111011,5,20,16,0.99,3,8,0.95,4.3038630603949946
22,Gen47_Ind5954,1000100001110001000011011,5,20,16,0.99,3,2,0.95,4.303850773028601
23,Gen47_Ind5937,1001100010011001001011011,5,200,32,0.5,3,6,0.95,4.303846677255394
24,Gen47_Ind5963,1000100001100101011101100,5,20,16,0.8,3,5,0.99,4.303842581489983
25,Gen47_Ind5989,1000100011110100000011111,5,20,64,0.9,1,2,0.05,4.303805719952075
26,Gen10_Ind1155,1000100001110010100111011,5,20,16,0.99,1,4,0.95,4.303699234611582
27,Gen47_Ind5938,1000100011100010101011011,5,20,64,0.7,5,6,0.95,4.303674661819773
28,Gen47_Ind5881,1000100011110101010001011,5,20,64,0.05,3,9,0.95,4.303383905088514
29,Gen47_Ind5987,1000100000110001010001011,5,20,0,0.99,3,9,0.95,4.303334766986891
30,Gen47_Ind5923,1000100001110101000111001,5,20,16,0.7,3,4,0.8,4.302818884662444
31,Gen47_Ind5889,1000100001110010100011011,5,20,16,0.99,1,2,0.95,4.302544616652127
32,Gen47_Ind5907,1000100001110010100011011,5,20,16,0.99,3,2,0.95,4.302544616652127
33,Gen47_Ind5985,1000100001010101110011011,5,20,16,0.4,4,10,0.95,4.302483218156357
34,Gen47_Ind5955,1000100001011001100111001,5,20,16,0.5,4,4,0.8,4.301873421574549
35,Gen47_Ind5950,1000100001100010101111011,5,20,16,0.7,4,8,0.95,4.301677013848134
36,Gen47_Ind5976,1000100000100000100111011,5,20,0,0.7,2,4,0.95,4.301652464143345
37,Gen47_Ind5911,1000100001110000100011011,5,20,16,0.99,2,2,0.95,4.301623823175244
38,Gen47_Ind5885,1000100001100010000111011,5,20,16,0.7,5,4,0.95,4.301619731639506
39,Gen47_Ind5910,1000100000100010000111011,5,20,0,0.7,5,4,0.95,4.301619731639506
40,Gen47_Ind5882,1000100011000011100101011,5,20,64,0.01,5,3,0.95,4.3016115485913815
41,Gen47_Ind5906,1000100101110011100111011,5,20,192,0.99,5,4,0.95,4.301607457078994
42,Gen47_Ind5929,1000100001110010100111010,5,20,16,0.99,4,4,0.9,4.301595182588531
43,Gen47_Ind5964,1000100000010110100111011,5,20,0,0.4,1,4,0.95,4.301566542383199
44,Gen47_Ind5898,1000100001010010100111011,5,20,16,0.3,1,4,0.95,4.301558359537438
45,Gen47_Ind6004,1000100001110011010111010,5,20,16,0.99,5,2,0.9,4.3015379025592395
46,Gen47_Ind5915,1000100000000110100111011,5,20,0,0.05,4,4,0.95,4.301505171798835
47,Gen47_Ind5921,1000100001110010100011001,5,20,16,0.99,4,2,0.8,4.3013333434783725
48,Gen47_Ind5965,1000100001110010000111001,5,20,16,0.99,5,4,0.8,4.301304706759595
49,Gen47_Ind6005,1000101101101011000111011,5,50,192,0.9,3,4,0.95,4.298904669247755
50,Gen47_Ind5878,1000101001110001000111011,5,50,16,0.99,3,4,0.95,4.298871978547916
51,Gen47_Ind5927,1000101001100000001101111,5,50,16,0.7,1,7,0.5,4.2985736988780445
52,Gen47_Ind5960,1000101001111001100111011,5,50,16,0.3,4,4,0.95,4.297969094503155
53,Gen47_Ind5908,1001010011110001101111011,5,500,64,0.99,4,8,0.95,4.297748537956123
54,Gen47_Ind5890,1000101001110110100111011,5,50,16,0.99,1,4,0.95,4.2976954443902775
55,Gen47_Ind5917,1000110001110100011001100,5,100,16,0.6,1,8,0.99,4.290747440017229
56,Gen47_Ind5947,1000110001110010100111010,5,100,16,0.99,5,4,0.9,4.290670094779086
57,Gen47_Ind5997,1000110000111001000011100,5,100,0,0.7,3,2,0.99,4.290271200461424
58,Gen47_Ind5992,1010110101110001000111011,5,100,192,0.99,3,4,0.95,4.290258990580867
59,Gen47_Ind6009,1000110001110010100111011,5,100,16,0.99,1,4,0.95,4.290258990580867
60,Gen47_Ind5981,1000110001100001000101011,5,100,16,0.7,3,3,0.95,4.290242710848231
61,Gen47_Ind5946,1000110111101010101111011,5,100,255,0.9,1,8,0.95,4.289929350073799
62,Gen47_Ind5943,1000100001011111000011111,5,20,16,0.6,1,2,0.3,4.289152250135859
63,Gen47_Ind5934,1000111010100011100111011,5,200,32,0.7,4,4,0.95,4.283671733513174
64,Gen47_Ind5914,1000111000111010000111011,5,200,0,0.95,5,4,0.95,4.283257912552304
65,Gen47_Ind5994,1001010001110001100111011,5,2,16,0.99,4,4,0.95,4.281700715179722
66,Gen46_Ind5869,1001100011110000000111001,5,500,64,0.99,1,4,0.8,4.278654481120919
67,Gen47_Ind5939,1001110000000110110011011,5,200,0,0.05,4,10,0.95,4.275361976320755
68,Gen47_Ind5930,1000101011100001000110111,5,50,64,0.7,3,4,0.6,4.255841024753072
69,Gen46_Ind5833,1001010011110001101111011,5,20,64,0.99,4,8,0.95,4.212308990553613
70,Gen47_Ind6001,1000100001110100000110011,5,20,16,0.01,1,4,0.2,4.18290192436824
71,Gen47_Ind5928,1000101011010111001110011,5,50,64,0.4,4,8,0.2,4.174473332724123
72,Gen47_Ind5978,1000100001100000000010010,5,20,16,0.7,1,2,0.1,4.173791421868569
73,Gen47_Ind5899,1000100011110010100111111,5,20,64,0.99,1,4,0.01,4.1737683101503205
74,Gen46_Ind5817,1000010111111001000010011,5,5,192,0.95,3,2,0.2,4.173529504048489
75,Gen47_Ind5973,1000100001110010100110001,5,20,16,0.99,3,4,0.05,4.169197226985268
76,Gen47_Ind5903,1000100111110011100100011,5,20,32,0.99,4,3,0.2,4.168728372825299
77,Gen47_Ind5920,1000000001100011100110010,5,1,16,0.7,2,4,0.1,4.168221206753217
78,Gen47_Ind5980,1000101011110011101111111,5,50,64,0.99,3,8,0.2,4.167499092318155
79,Gen47_Ind5982,1000100001110011100011111,5,20,16,0.99,5,2,0.4,4.1672149244049335
80,Gen47_Ind5902,1000101001110001000101110,5,50,16,0.99,3,3,0.5,4.165756294006463
81,Gen47_Ind5879,1000100000110001000010001,5,20,0,0.99,3,2,0.05,4.16571408570189
82,Gen47_Ind5993,1100101001110011101011011,4,50,16,0.99,4,6,0.95,2.8034258552705396
83,Gen47_Ind5986,1010100000100010100111111,5,20,0,0.7,3,4,0.3,2.7972079226169897
