Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen16_Ind2018,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
2,Gen18_Ind2133,1000011000110000010001010,5,10,0,0.99,1,9,0.9,4.134659778149773
3,Gen20_Ind2413,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
4,Gen22_Ind2704,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
5,Gen22_Ind2749,1000011000110000010001010,5,10,0,0.99,1,9,0.9,4.134659778149773
6,Gen16_Ind2018,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
7,Gen24_Ind2936,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
8,Gen24_Ind2943,1000011110110000010001010,5,10,255,0.99,1,9,0.9,4.134659778149773
9,Gen20_Ind2413,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
10,Gen25_Ind3082,1000011110111100010001010,5,10,255,0.3,1,9,0.9,4.134659778149773
11,Gen20_Ind2413,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
12,Gen34_Ind4218,1000011000110000010001010,5,10,0,0.99,1,9,0.9,4.134659778149773
13,Gen34_Ind4241,1000011000110000010001010,5,10,0,0.99,1,9,0.9,4.134659778149773
14,Gen34_Ind4243,1010011100110000010001010,2,10,128,0.99,1,9,0.9,4.134659778149773
15,Gen20_Ind2413,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
16,Gen34_Ind4322,1000011000110000010001010,5,10,0,0.99,1,9,0.9,4.134659778149773
17,Gen34_Ind4328,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
18,Gen34_Ind4286,1000011100110100010001010,5,10,128,0.99,1,9,0.9,4.134652217995379
19,Gen34_Ind4222,1000011000110000010101010,5,10,0,0.99,1,7,0.9,4.134618197642739
20,Gen34_Ind4273,1000011101110011001101010,5,10,192,0.99,3,7,0.9,4.134569058121729
21,Gen34_Ind4287,1001010111010000000001010,5,20,255,0.3,1,1,0.9,4.1344934611393755
22,Gen34_Ind4337,1000011000111000010001010,5,10,0,0.05,1,9,0.9,4.134160867256038
23,Gen34_Ind4246,1000011110111100000001010,5,10,255,0.8,1,1,0.9,4.134145750623665
24,Gen34_Ind4253,1000011100111100010011010,5,10,128,0.01,1,10,0.9,4.134130634101839
25,Gen34_Ind4311,1000011110010000010101011,5,10,255,0.3,1,1,0.95,4.134119296783016
26,Gen34_Ind4251,1000011100111100010011010,5,10,128,0.05,1,10,0.9,4.134092843280915
27,Gen34_Ind4248,1000011110110000000011010,5,10,255,0.99,1,2,0.9,4.134081506169363
28,Gen34_Ind4255,1000011100110000010101010,5,10,128,0.99,1,8,0.9,4.134081506169363
29,Gen34_Ind4238,1000011000101100011101010,5,10,0,0.95,1,10,0.9,4.134055053150889
30,Gen33_Ind4113,1000011100110100010101010,5,10,128,0.8,1,3,0.9,4.134051274175885
31,Gen34_Ind4226,1000011100010100000001010,5,10,128,0.4,1,1,0.9,4.134028600470947
32,Gen34_Ind4258,1000011100110000000011011,5,10,128,0.99,1,2,0.95,4.133809434145075
33,Gen33_Ind4079,1000011100110001010011010,5,10,128,0.99,3,10,0.9,4.133269175054311
34,Gen33_Ind4084,1000011100110001011101010,5,10,128,0.99,3,5,0.9,4.133269175054311
35,Gen34_Ind4288,1000011100110001010001010,5,10,128,0.99,3,9,0.9,4.132966993801228
36,Gen34_Ind4249,1000011100101001010001010,5,10,128,0.9,3,9,0.9,4.132298574778011
37,Gen34_Ind4305,1000011110101001100011010,5,10,255,0.9,4,2,0.9,4.132102244174849
38,Gen34_Ind4336,1000011100110001111001010,5,10,128,0.99,4,6,0.9,4.132090917978475
39,Gen34_Ind4299,1000011100110000100101010,5,10,128,0.99,2,3,0.9,4.132026737371836
40,Gen33_Ind4182,1000011101110001001101010,5,10,192,0.99,3,7,0.9,4.1316718923580655
41,Gen34_Ind4327,1001111100111110101001010,5,20,128,0.9,5,5,0.9,4.130536043248061
42,Gen34_Ind4240,1000011000001110000001010,5,10,0,0.2,5,1,0.9,4.130422869918706
43,Gen34_Ind4270,1000011101111101011001100,5,10,192,0.2,3,3,0.99,4.13019654186412
44,Gen34_Ind4275,1000011000110010111101011,5,10,0,0.99,3,7,0.95,4.13011733290472
45,Gen34_Ind4326,1000011100011001010001100,5,10,128,0.5,3,9,0.99,4.130087158862186
46,Gen34_Ind4247,1000011100010001010001010,5,10,128,0.3,3,9,0.9,4.1300192688784785
47,Gen34_Ind4278,1000011001111010010111010,5,10,16,0.4,5,2,0.9,4.1300192688784785
48,Gen34_Ind4221,1000011100111101000001100,5,10,128,0.1,3,1,0.99,4.129947609650344
49,Gen34_Ind4235,1000011000100001001001010,5,10,0,0.7,3,5,0.9,4.129668539515652
50,Gen34_Ind4294,1000010000010000010101011,5,5,0,0.3,1,6,0.95,4.129057733831834
51,Gen34_Ind4320,1000010110111100010011011,5,5,255,0.5,1,10,0.95,4.129016265922637
52,Gen34_Ind4310,1000010110110100010011110,5,5,255,0.8,1,10,0.4,4.128944641495825
53,Gen34_Ind4279,1000010110111000001001010,5,5,255,0.7,1,5,0.9,4.128612939712599
54,Gen33_Ind4184,1000010100111000001101001,5,5,128,0.8,1,7,0.8,4.127614386839809
55,Gen33_Ind4184,1000010100111000001101001,5,5,128,0.5,1,7,0.8,4.127399666887221
56,Gen34_Ind4269,1000010000010000110001010,5,5,0,0.3,2,9,0.9,4.1267518754043495
57,Gen34_Ind4215,1001010110011000110001010,5,500,255,0.5,2,9,0.9,4.126665267537777
58,Gen34_Ind4265,1000110110011000010001010,5,100,255,0.5,1,9,0.9,4.121929967671638
59,Gen34_Ind4334,1000011100111100010101000,5,10,128,0.6,1,3,0.7,4.120270111450127
60,Gen34_Ind4231,1000011100110001010001000,5,10,128,0.99,3,9,0.7,4.120033634452174
61,Gen33_Ind4126,1001111100111001010001110,5,50,128,0.5,3,9,0.95,4.1192605816611865
62,Gen34_Ind4298,1000110101010001010011010,5,100,192,0.3,3,10,0.9,4.118780384292425
63,Gen34_Ind4292,1000111110111100010001010,5,200,255,0.4,1,9,0.9,4.11821029530947
64,Gen34_Ind4219,1001000110011100011001010,5,500,255,0.6,1,4,0.9,4.115504526377478
65,Gen34_Ind4330,1000101010001100110101000,5,50,32,0.2,2,5,0.7,4.110723797231337
66,Gen34_Ind4304,1000001100110000010001010,5,2,128,0.99,1,9,0.9,4.109550888518143
67,Gen34_Ind4216,1100001100110000110001010,3,2,128,0.99,2,9,0.9,4.106942261186378
68,Gen34_Ind4321,1000001110111000110101010,5,2,255,0.9,2,8,0.9,4.106457473942467
69,Gen34_Ind4303,1000001100110001010001010,5,2,128,0.99,3,9,0.9,4.105018702930655
70,Gen34_Ind4262,1000111000111000110011000,5,200,0,0.5,2,10,0.7,4.10274705187021
71,Gen34_Ind4266,1001010000100001111001010,5,100,0,0.7,4,9,0.9,4.097580046733756
72,Gen34_Ind4315,1001011100111010011011011,5,1,128,0.7,5,8,0.95,4.089968555364535
73,Gen34_Ind4234,1010001100111000010011110,3,2,128,0.2,1,10,0.6,4.068188217218553
74,Gen34_Ind4274,1000011100010010010100010,5,10,128,0.3,5,9,0.1,4.06531752209971
75,Gen34_Ind4272,1000001100111001110100011,5,2,128,0.6,4,4,0.2,4.065291941768955
76,Gen34_Ind4333,1000111001101010010000010,5,200,16,0.9,5,9,0.1,4.063246557804182
77,Gen34_Ind4267,1000011101111000110100010,5,10,192,0.9,2,2,0.1,4.061575255302506
78,Gen34_Ind4220,1000011100110100010000001,5,10,128,0.1,1,9,0.05,4.061246995033105
79,Gen34_Ind4260,1000001110110000010010010,5,2,255,0.99,1,10,0.1,4.05830596385434
80,Gen34_Ind4230,1000011000110100010010010,5,10,0,0.01,1,10,0.1,4.058240413209643
81,Gen34_Ind4302,1000011100110000110100001,5,10,128,0.99,2,8,0.05,4.056347641709973
82,Gen34_Ind4252,1000010010110000010001111,5,5,32,0.99,1,9,0.9,4.05516555584747
83,Gen34_Ind4318,1011001100010000100001100,2,1,128,0.3,2,1,0.99,3.7050680635478246
84,Gen34_Ind4289,1100011010110001010001001,4,10,32,0.99,3,9,0.8,3.7019412190839476
85,Gen34_Ind4283,1110011110010001001001001,1,10,255,0.3,3,5,0.8,3.7019321283043207
86,Gen34_Ind4319,1100000100100000010001011,4,1,128,0.7,1,9,0.95,3.700420649720126
87,Gen34_Ind4295,1101000100110000010001010,5,500,128,0.99,1,9,0.9,3.699784925476555
88,Gen34_Ind4271,1010011010001100010101000,2,10,32,0.2,1,2,0.7,3.6957909205614503
89,Gen34_Ind4293,1100011110100101010001110,5,10,255,0.8,3,9,0.01,3.1875066516588797
90,Gen34_Ind4250,1100010100110000010001010,3,5,128,0.99,1,9,0.9,2.791694599075792
91,Gen34_Ind4256,1101001110101100110001010,1,500,255,0.95,2,9,0.9,2.7853432581377073
92,Gen34_Ind4227,0011011100111001010001100,2,2,128,0.6,3,9,0.99,2.784996779314702
93,Gen34_Ind4224,1100011001110001010001010,2,10,16,0.99,3,9,0.9,2.783282806463008
94,Gen34_Ind4309,1010011100011101111000110,3,10,128,0.6,4,10,0.5,2.781937103854179
95,Gen34_Ind4314,1011111100110011110111110,5,100,128,0.99,1,2,0.7,2.576876178754779
96,Gen34_Ind4282,0001001100010111110011000,1,5,128,0.4,1,10,0.7,2.5766265952597993
97,Gen34_Ind4324,0000011100110010010001111,1,10,128,0.99,5,9,0.8,2.574338555067283
98,Gen34_Ind4308,1010011011111011011001010,5,10,64,0.1,3,1,0.9,2.573664652120964
99,Gen34_Ind4259,0000011110101001010001010,1,10,255,0.9,3,9,0.9,2.5728008146500474
100,Gen34_Ind4239,0001110101010010000101010,1,10,192,0.3,5,3,0.9,2.5723164410590504
