Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen16_Ind2018,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
2,Gen17_Ind2119,1000011100000000000001010,5,10,128,0.01,1,1,0.9,4.134569058121729
3,Gen9_Ind1021,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
4,Gen11_Ind1276,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
5,Gen11_Ind1276,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
6,Gen13_Ind1644,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
7,Gen13_Ind1645,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
8,Gen14_Ind1771,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
9,Gen11_Ind1276,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
10,Gen16_Ind1942,1000011000010000000001010,5,10,0,0.3,1,1,0.9,4.1344934611393755
11,Gen16_Ind1948,1000011100010000000001110,5,10,128,0.3,1,1,0.6,4.1344934611393755
12,Gen17_Ind2065,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
13,Gen14_Ind1771,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
14,Gen13_Ind1644,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
15,Gen14_Ind1771,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
16,Gen17_Ind2036,1000011100111010110011010,5,10,128,0.9,4,10,0.9,4.134448104276885
17,Gen9_Ind1061,1000011110010000001001010,5,10,255,0.3,1,5,0.9,4.134225114176957
18,Gen16_Ind1968,1000011001010000001001010,5,10,16,0.3,1,5,0.9,4.134225114176957
19,Gen17_Ind2101,1000011110001100001001010,5,10,255,0.2,1,5,0.9,4.134225114176957
20,Gen17_Ind2120,1000011100010000001001010,5,10,128,0.3,1,5,0.9,4.134225114176957
21,Gen17_Ind2033,1001001000011000000011010,5,5,0,0.5,1,2,0.9,4.134175983998961
22,Gen17_Ind2042,1000011100010000000011010,5,10,128,0.3,1,2,0.9,4.134175983998961
23,Gen17_Ind2115,1000011100111000000011010,5,10,128,0.4,1,2,0.9,4.134149529771395
24,Gen17_Ind2071,1000011100010000000001110,5,10,128,0.3,1,1,0.01,4.134073948129541
25,Gen17_Ind2111,1000011010010000000001011,5,10,32,0.3,1,1,0.95,4.134066390117353
26,Gen17_Ind2073,1000011101011000000001010,5,10,192,0.5,1,1,0.9,4.134058832132802
27,Gen16_Ind1945,1000011100000000001001010,5,10,128,0.01,1,5,0.9,4.134039937292327
28,Gen17_Ind2019,1000011101101000001011010,5,10,192,0.9,1,6,0.9,4.134028600470947
29,Gen17_Ind2023,1000011110010011110111011,5,10,255,0.3,4,1,0.95,4.134013484805827
30,Gen17_Ind2059,1000011110010010100011011,5,10,255,0.3,1,2,0.95,4.133975696126627
31,Gen17_Ind2038,1000011100010000100001010,5,10,128,0.3,2,1,0.9,4.1328801248684055
32,Gen16_Ind1912,1000011100011000100011011,5,10,128,0.5,2,2,0.95,4.132638421837535
33,Gen17_Ind2074,1000011001011000110111011,5,10,16,0.5,2,8,0.95,4.132313677904866
